"age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","Extroversion","Neuroticism","Agreeableness","Conscientiousness","openness"
19,"Female","IN",4,3,2,4,4,3,4,4,4,3,4,4,4,4,3,0.6,0.73,0.8,0.73,0.73
15,"Unanswered","IT",2,1,2,3,5,4,4,3,3,2,5,2,5,5,5,0.33,0.8,0.67,0.6,1
50,"Unanswered","RO",2,4,3,3,4,2,3,4,2,4,5,3,5,5,4,0.6,0.6,0.6,0.8,0.93
37,"Female","IT",1,4,2,3,4,1,5,4,3,3,5,4,4,4,4,0.47,0.53,0.8,0.8,0.8
32,"Unanswered","US",3,4,4,4,2,3,5,4,4,4,3,3,5,3,4,0.73,0.6,0.87,0.67,0.8
43,"Female","IT",3,5,4,2,4,3,3,4,5,4,4,2,3,4,4,0.8,0.6,0.8,0.67,0.73
14,"Unanswered","US",1,1,3,5,5,2,1,5,5,3,5,4,5,5,2,0.33,0.8,0.73,0.8,0.8
31,"Female","US",1,2,1,5,4,4,2,3,3,4,3,2,5,3,4,0.27,0.87,0.53,0.6,0.8
18,"Female","US",3,5,4,3,4,3,4,5,4,4,3,4,2,4,3,0.8,0.67,0.87,0.73,0.6
53,"Female","US",4,5,4,4,4,4,4,4,4,4,3,4,4,5,5,0.87,0.8,0.8,0.73,0.93
27,"Unanswered","US",1,2,1,5,5,5,3,4,5,4,2,4,2,4,3,0.27,1,0.8,0.67,0.6
18,"Unanswered","RO",3,4,3,4,5,4,3,3,3,5,5,4,4,5,4,0.67,0.87,0.6,0.93,0.87
17,"Unanswered","PK",3,5,4,4,5,3,5,5,5,3,4,5,5,5,4,0.8,0.8,1,0.8,0.93
25,"Unanswered","CA",3,5,4,1,4,2,5,5,2,4,5,4,5,3,4,0.8,0.47,0.8,0.87,0.8
21,"Unanswered","IT",1,2,2,5,5,5,4,4,4,2,4,4,3,3,1,0.33,1,0.8,0.67,0.47
18,"Unanswered","US",4,4,4,3,4,1,5,4,4,4,4,4,3,5,5,0.8,0.53,0.87,0.8,0.87
22,"Female","US",4,2,2,5,5,5,4,5,4,2,4,5,5,4,5,0.53,1,0.87,0.73,0.93
29,"Unanswered","EG",1,4,4,1,1,1,4,4,5,4,5,3,5,5,5,0.6,0.2,0.87,0.8,1
15,"Unanswered","US",2,5,4,4,4,5,3,5,5,3,3,3,5,4,5,0.73,0.87,0.87,0.6,0.93
26,"Female","IN",3,3,2,4,5,2,5,2,3,3,3,1,5,2,3,0.53,0.73,0.67,0.47,0.67
17,"Unanswered","BR",2,4,3,5,5,5,5,5,3,3,4,4,5,4,3,0.6,1,0.87,0.73,0.8
15,"Female","IT",2,2,2,1,4,1,5,3,2,3,3,3,4,4,3,0.4,0.4,0.67,0.6,0.73
24,"Female","PK",1,4,2,2,3,4,5,5,5,4,4,4,5,3,4,0.47,0.6,1,0.8,0.8
40,"Unanswered","US",1,3,5,5,5,5,4,4,1,2,3,4,5,5,3,0.6,1,0.6,0.6,0.87
23,"Unanswered","IN",1,1,5,5,5,5,2,2,4,1,5,5,5,5,1,0.47,1,0.53,0.73,0.73
19,"Female","RO",2,3,1,3,2,1,4,3,3,3,4,4,5,4,4,0.4,0.4,0.67,0.73,0.87
18,"Female","PK",1,1,4,4,4,2,2,3,3,4,4,2,5,5,5,0.4,0.67,0.53,0.67,1
14,"Female","US",1,2,1,2,3,3,2,2,3,3,3,3,2,3,3,0.27,0.53,0.47,0.6,0.53
25,"Female","IN",2,3,3,4,4,4,3,4,3,4,4,3,4,3,2,0.53,0.8,0.67,0.73,0.6
24,"Unanswered","US",4,5,5,5,5,3,5,5,4,4,5,4,5,4,4,0.93,0.87,0.93,0.87,0.87
23,"Unanswered","US",3,4,4,4,4,2,5,4,4,4,4,4,4,3,3,0.73,0.67,0.87,0.8,0.67
24,"Unanswered","IN",2,5,1,2,3,4,5,5,5,2,3,4,1,4,3,0.53,0.6,1,0.6,0.53
21,"Female","MX",3,5,4,2,4,2,4,4,4,5,5,3,3,5,4,0.8,0.53,0.8,0.87,0.8
17,"Female","BR",1,3,2,5,2,4,3,2,1,5,4,1,5,3,4,0.4,0.73,0.4,0.67,0.8
17,"Unanswered","US",5,4,5,4,5,5,4,3,5,4,4,4,5,4,5,0.93,0.93,0.8,0.8,0.93
57,"Female","IT",5,1,3,4,5,3,1,3,4,4,5,2,5,4,5,0.6,0.8,0.53,0.73,0.93
19,"Unanswered","IN",1,1,1,5,3,5,3,5,4,3,2,1,5,3,5,0.2,0.87,0.8,0.4,0.87
22,"Female","US",3,3,3,5,5,5,4,5,3,3,4,4,5,5,5,0.6,1,0.8,0.73,1
21,"Female","SE",2,2,3,2,2,3,3,2,3,1,2,2,4,4,1,0.47,0.47,0.53,0.33,0.6
16,"Unanswered","ES",1,2,2,2,5,1,4,5,3,4,5,4,5,5,4,0.33,0.53,0.8,0.87,0.93
17,"Unanswered","US",1,1,1,5,5,5,3,3,5,3,3,4,3,5,5,0.2,1,0.73,0.67,0.87
24,"Female","BR",3,2,2,2,4,3,1,1,2,2,3,2,5,5,4,0.47,0.6,0.27,0.47,0.93
19,"Unanswered","US",1,3,3,4,4,4,4,4,3,3,3,3,4,4,2,0.47,0.8,0.73,0.6,0.67
22,"Female","PK",4,4,3,2,4,3,4,5,5,3,4,3,3,4,5,0.73,0.6,0.93,0.67,0.8
18,"Unanswered","HR",4,1,3,5,5,5,3,4,3,3,4,4,4,3,3,0.53,1,0.67,0.73,0.67
15,"Unanswered","KW",1,4,4,5,5,5,3,5,4,2,4,3,3,3,3,0.6,1,0.8,0.6,0.6
35,"Female","US",2,3,2,4,5,4,2,3,3,2,4,4,4,4,3,0.47,0.87,0.53,0.67,0.73
20,"Female","IT",2,3,3,2,2,1,4,3,3,3,3,3,4,5,4,0.53,0.33,0.67,0.6,0.87
36,"Unanswered","RS",1,2,5,5,5,1,4,5,5,1,5,3,5,5,1,0.53,0.73,0.93,0.6,0.73
20,"Female","IN",1,2,3,2,3,1,3,4,3,4,4,1,4,5,5,0.4,0.4,0.67,0.6,0.93
30,"Unanswered","GT",2,4,4,3,5,4,4,3,5,4,5,3,5,4,3,0.67,0.8,0.8,0.8,0.8
26,"Female","BR",5,4,5,3,2,4,3,4,5,2,2,2,2,4,4,0.93,0.6,0.8,0.4,0.67
17,"Unanswered","IN",5,3,4,3,3,2,5,2,1,2,4,2,5,5,5,0.8,0.53,0.53,0.53,1
53,"Unanswered","GB",1,1,3,5,4,5,2,3,3,5,4,4,5,5,5,0.33,0.93,0.53,0.87,1
15,"Unanswered","ZA",3,2,3,1,1,2,2,1,2,2,3,1,5,5,4,0.53,0.27,0.33,0.4,0.93
44,"Female","IN",5,5,5,1,1,1,5,5,5,1,5,5,1,5,5,1,0.2,1,0.73,0.73
29,"Unanswered","CH",2,4,3,4,4,2,4,4,4,3,4,3,3,3,3,0.6,0.67,0.8,0.67,0.6
30,"Female","US",3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,0.6,0.53,0.67,0.6,0.67
33,"Unanswered","ZA",3,2,5,4,4,5,1,4,3,4,4,5,5,5,5,0.67,0.87,0.53,0.87,1
20,"Female","US",4,5,5,1,1,1,5,4,4,4,4,2,4,5,5,0.93,0.2,0.87,0.67,0.93
23,"Unanswered","ZA",2,2,4,4,4,2,3,4,4,5,4,3,4,5,3,0.53,0.67,0.73,0.8,0.8
22,"Unanswered","IT",2,1,3,5,4,2,4,3,3,3,4,1,4,4,4,0.4,0.73,0.67,0.53,0.8
27,"Unanswered","IN",4,5,4,4,3,4,5,3,3,4,5,1,5,5,5,0.87,0.73,0.73,0.67,1
15,"Female","AT",2,3,2,2,5,2,4,4,2,2,2,2,3,4,4,0.47,0.6,0.67,0.4,0.73
48,"Unanswered","GB",2,3,4,3,3,3,4,4,3,3,3,3,5,4,4,0.6,0.6,0.73,0.6,0.87
19,"Female","BR",3,1,2,4,3,2,3,3,2,3,3,4,3,5,4,0.4,0.6,0.53,0.67,0.8
39,"Unanswered","US",1,4,3,3,5,4,4,4,3,4,5,3,4,4,5,0.53,0.8,0.73,0.8,0.87
15,"Unanswered","RO",1,3,4,3,4,3,3,3,2,3,5,1,4,4,3,0.53,0.67,0.53,0.6,0.73
17,"Female","IN",3,3,1,5,3,5,4,3,5,3,1,3,5,4,4,0.47,0.87,0.8,0.47,0.87
19,"Unanswered","AR",3,5,4,4,4,4,5,5,5,4,5,4,5,5,4,0.8,0.8,1,0.87,0.93
35,"Female","US",3,4,3,1,2,3,4,4,3,4,5,4,5,5,4,0.67,0.4,0.73,0.87,0.93
19,"Unanswered","US",4,4,5,4,5,5,4,5,3,3,5,4,4,5,5,0.87,0.93,0.8,0.8,0.93
18,"Unanswered","GB",2,3,2,5,5,4,5,5,2,3,4,3,4,5,2,0.47,0.93,0.8,0.67,0.73
24,"Unanswered","US",3,4,5,5,5,4,5,5,4,2,4,4,5,4,5,0.8,0.93,0.93,0.67,0.93
36,"Unanswered","US",1,2,2,5,5,5,4,5,3,5,5,5,2,3,3,0.33,1,0.8,1,0.53
20,"Unanswered","IN",3,4,4,5,4,4,4,4,4,3,4,2,5,4,4,0.73,0.87,0.8,0.6,0.87
24,"Unanswered","US",1,1,1,5,5,5,4,4,1,5,5,4,5,3,3,0.2,1,0.6,0.93,0.73
20,"Female","US",5,4,5,4,5,2,5,5,5,4,5,2,5,5,5,0.93,0.73,1,0.73,1
36,"Unanswered","SI",3,1,5,2,5,1,1,1,1,5,3,5,2,5,5,0.6,0.53,0.2,0.87,0.8
24,"Female","IE",2,3,3,3,4,3,3,4,3,4,4,3,4,4,4,0.53,0.67,0.67,0.73,0.8
36,"Unanswered","BE",3,5,5,2,1,2,4,4,4,4,4,2,4,4,4,0.87,0.33,0.8,0.67,0.8
15,"Unanswered","IE",2,3,3,4,4,4,4,4,3,2,4,2,3,3,3,0.53,0.8,0.73,0.53,0.6
16,"Unanswered","US",2,2,3,4,5,4,4,4,2,2,4,4,5,5,4,0.47,0.87,0.67,0.67,0.93
16,"Female","GB",1,3,3,4,5,2,3,4,2,5,4,4,5,4,3,0.47,0.73,0.6,0.87,0.8
38,"Unanswered","US",3,4,5,4,4,3,5,5,4,3,4,4,5,5,5,0.8,0.73,0.93,0.73,1
24,"Female","IN",5,5,4,1,3,1,4,4,5,4,4,4,4,4,5,0.93,0.33,0.87,0.8,0.87
17,"Unanswered","SG",2,3,2,2,4,2,5,5,3,2,4,2,4,3,2,0.47,0.53,0.87,0.53,0.6
21,"Female","RO",1,2,2,5,5,5,3,1,3,4,5,4,4,4,3,0.33,1,0.47,0.87,0.73
15,"Female","BE",5,4,4,1,4,1,5,4,4,2,2,2,1,5,5,0.87,0.4,0.87,0.4,0.73
24,"Unanswered","US",2,3,5,3,3,3,5,5,4,4,4,3,5,4,5,0.67,0.6,0.93,0.73,0.93
18,"Female","GB",2,4,2,4,4,3,4,2,3,2,4,4,4,4,4,0.53,0.73,0.6,0.67,0.8
20,"Female","GB",1,1,1,1,5,1,1,1,3,5,1,5,5,3,5,0.2,0.47,0.33,0.73,0.87
50,"Unanswered","US",3,5,5,2,2,1,5,5,5,4,4,4,2,4,3,0.87,0.33,1,0.8,0.6
27,"Unanswered","RS",3,2,3,4,4,4,4,4,4,2,3,4,4,4,4,0.53,0.8,0.8,0.6,0.8
17,"Unanswered","IT",2,3,2,3,3,2,3,4,3,3,5,3,5,3,4,0.47,0.53,0.67,0.73,0.8
25,"Unanswered","US",5,5,5,4,5,5,4,3,5,4,3,4,5,4,5,1,0.93,0.8,0.73,0.93
21,"Female","IN",1,1,1,5,5,5,1,5,1,2,3,5,1,2,1,0.2,1,0.47,0.67,0.27
27,"Female","US",4,5,4,1,4,2,4,4,3,4,5,1,3,5,4,0.87,0.47,0.73,0.67,0.8
20,"Unanswered","MA",2,3,4,5,4,2,4,4,3,2,5,3,5,4,5,0.6,0.73,0.73,0.67,0.93
26,"Unanswered","CL",2,4,3,3,3,4,4,3,2,5,1,5,2,4,4,0.6,0.67,0.6,0.73,0.67
40,"Female","US",4,3,4,5,5,4,3,4,3,3,5,4,5,5,4,0.73,0.93,0.67,0.8,0.93
23,"Female","GB",1,1,1,3,3,3,3,3,2,1,2,1,2,4,5,0.2,0.6,0.53,0.27,0.73
15,"Unanswered","RS",4,5,3,4,4,4,5,4,4,2,4,3,5,4,5,0.8,0.8,0.87,0.6,0.93
24,"Unanswered","US",4,4,3,1,4,2,5,5,4,2,4,3,4,4,4,0.73,0.47,0.93,0.6,0.8
30,"Female","IT",2,3,3,3,5,1,3,4,3,4,4,2,5,5,4,0.53,0.6,0.67,0.67,0.93
20,"Female","GB",1,1,1,1,3,2,2,3,1,2,3,1,2,5,3,0.2,0.4,0.4,0.4,0.67
38,"Female","US",3,3,5,2,3,1,4,4,4,5,4,5,3,5,4,0.73,0.4,0.8,0.93,0.8
23,"Female","US",4,3,4,5,5,2,5,4,4,3,4,2,5,4,5,0.73,0.8,0.87,0.6,0.93
27,"Female","TR",1,5,4,2,2,4,5,4,4,4,4,4,3,5,5,0.67,0.53,0.87,0.8,0.87
18,"Unanswered","SI",4,4,5,4,4,4,4,4,4,2,4,4,5,4,5,0.87,0.8,0.8,0.67,0.93
41,"Unanswered","GB",1,2,2,3,3,3,1,1,2,2,2,2,4,5,5,0.33,0.6,0.27,0.4,0.93
21,"Unanswered","IT",4,1,2,5,5,5,1,2,4,5,5,1,4,4,5,0.47,1,0.47,0.73,0.87
16,"Unanswered","US",1,1,1,4,5,1,2,5,3,4,5,3,5,3,5,0.2,0.67,0.67,0.8,0.87
22,"Female","VE",2,3,1,2,5,2,4,3,4,5,5,4,5,5,5,0.4,0.6,0.73,0.93,1
18,"Unanswered","SI",4,4,4,2,4,4,4,4,4,2,4,4,5,4,5,0.8,0.67,0.8,0.67,0.93
23,"Unanswered","RS",4,4,5,5,5,5,5,5,5,3,4,2,5,3,5,0.87,1,1,0.6,0.87
16,"Female","BR",1,2,3,4,4,4,3,3,3,3,5,2,3,4,4,0.4,0.8,0.6,0.67,0.73
24,"Unanswered","US",1,2,2,3,3,2,4,4,4,4,2,4,5,4,4,0.33,0.53,0.8,0.67,0.87
62,"Unanswered","US",4,3,3,4,4,4,4,4,2,3,2,3,5,3,2,0.67,0.8,0.67,0.53,0.67
26,"Female","MX",4,5,4,2,4,2,5,5,4,4,4,4,5,5,5,0.87,0.53,0.93,0.8,1
30,"Unanswered","CA",2,3,2,3,4,3,4,4,4,4,5,4,4,4,5,0.47,0.67,0.8,0.87,0.87
17,"Unanswered","AE",1,4,3,3,5,3,5,5,4,5,5,4,4,5,4,0.53,0.73,0.93,0.93,0.87
33,"Unanswered","US",3,1,1,2,5,3,1,5,5,4,5,4,4,4,4,0.33,0.67,0.73,0.87,0.8
22,"Unanswered","US",3,3,5,5,4,5,5,2,3,3,3,3,4,4,5,0.73,0.93,0.67,0.6,0.87
17,"Unanswered","BR",5,5,5,5,4,5,5,4,3,5,2,3,4,5,5,1,0.93,0.8,0.67,0.93
18,"Female","RO",1,3,3,3,4,4,3,2,3,4,4,4,2,4,2,0.47,0.73,0.53,0.8,0.53
20,"Female","CA",2,2,3,5,5,5,3,4,4,2,5,2,5,5,5,0.47,1,0.73,0.6,1
30,"Unanswered","IT",1,4,2,5,5,2,5,5,3,3,4,1,5,4,5,0.47,0.8,0.87,0.53,0.93
18,"Female","CA",2,1,3,2,3,2,3,4,3,1,3,1,5,4,4,0.4,0.47,0.67,0.33,0.87
71,"Female","GB",4,5,4,3,3,2,4,4,3,4,4,4,4,4,4,0.87,0.53,0.73,0.8,0.8
20,"Unanswered","IT",2,5,4,5,5,5,5,5,3,2,5,2,4,3,4,0.73,1,0.87,0.6,0.73
39,"Female","RS",3,3,3,2,1,3,5,5,2,1,3,3,4,5,5,0.6,0.4,0.8,0.47,0.93
53,"Unanswered","IT",2,2,3,4,3,3,4,4,4,4,4,3,2,3,2,0.47,0.67,0.8,0.73,0.47
19,"Unanswered","RO",4,3,2,2,2,4,4,4,5,3,4,2,4,2,3,0.6,0.53,0.87,0.6,0.6
34,"Unanswered","CA",1,3,3,3,3,1,4,4,5,1,5,5,5,5,3,0.47,0.47,0.87,0.73,0.87
16,"Unanswered","IE",3,5,5,4,5,2,5,5,4,2,4,1,5,5,3,0.87,0.73,0.93,0.47,0.87
18,"Unanswered","GB",4,2,1,5,5,5,4,2,3,2,1,2,5,5,5,0.47,1,0.6,0.33,1
17,"Unanswered","IT",1,4,5,4,4,4,4,3,3,4,3,5,4,5,5,0.67,0.8,0.67,0.8,0.93
42,"Female","US",1,1,4,5,5,4,2,4,3,1,2,4,5,2,5,0.4,0.93,0.6,0.47,0.8
34,"Unanswered","US",5,5,5,3,5,4,5,5,5,5,5,4,5,3,5,1,0.8,1,0.93,0.87
53,"Female","US",1,3,3,3,3,2,4,3,1,3,3,2,4,3,5,0.47,0.53,0.53,0.53,0.8
20,"Unanswered","GR",4,4,5,4,5,4,3,3,5,2,1,2,2,3,2,0.87,0.87,0.73,0.33,0.47
27,"Unanswered","US",5,5,5,4,1,5,4,1,4,1,3,2,5,4,5,1,0.67,0.6,0.4,0.93
21,"Unanswered","IT",3,3,4,2,1,3,3,3,4,4,1,2,1,5,5,0.67,0.4,0.67,0.47,0.73
19,"Unanswered","IT",1,3,1,5,5,5,4,3,3,2,5,1,4,4,4,0.33,1,0.67,0.53,0.8
15,"Unanswered","BG",1,2,1,4,4,5,3,4,3,1,2,1,5,1,1,0.27,0.87,0.67,0.27,0.47
48,"Unanswered","GB",1,4,3,2,3,1,5,5,3,3,2,4,5,4,3,0.53,0.4,0.87,0.6,0.8
29,"Female","SE",4,4,4,2,3,3,5,4,5,3,5,3,5,5,5,0.8,0.53,0.93,0.73,1
31,"Female","IE",2,2,3,3,3,2,4,3,4,4,3,4,3,4,4,0.47,0.53,0.73,0.73,0.73
15,"Female","RO",1,2,2,5,5,3,2,3,3,3,3,3,4,3,3,0.33,0.87,0.53,0.6,0.67
20,"Female","US",3,3,2,5,5,4,3,5,3,3,5,5,5,5,5,0.53,0.93,0.73,0.87,1
18,"Unanswered","ZA",3,2,4,2,4,5,4,2,4,4,5,4,4,5,4,0.6,0.73,0.67,0.87,0.87
34,"Unanswered","PT",3,5,4,3,4,2,5,4,5,5,4,4,4,4,5,0.8,0.6,0.93,0.87,0.87
15,"Unanswered","US",3,2,4,5,5,4,5,3,4,2,4,2,5,3,4,0.6,0.93,0.8,0.53,0.8
17,"Female","US",4,3,4,3,3,3,3,2,4,4,4,5,5,3,5,0.73,0.6,0.6,0.87,0.87
27,"Unanswered","MX",1,3,3,4,4,4,5,5,4,2,2,3,5,5,5,0.47,0.8,0.93,0.47,1
16,"Unanswered","IT",1,5,5,5,5,5,5,4,3,1,5,3,5,3,4,0.73,1,0.8,0.6,0.8
17,"Female","IT",2,2,2,5,5,4,1,2,3,5,4,4,4,4,5,0.4,0.93,0.4,0.87,0.87
29,"Unanswered","US",4,4,5,4,5,5,4,5,4,3,3,2,5,2,5,0.87,0.93,0.87,0.53,0.8
58,"Female","IT",1,5,3,2,4,2,5,5,5,5,5,5,4,4,4,0.6,0.53,1,1,0.8
39,"Unanswered","AU",4,4,5,3,5,2,5,5,5,2,4,4,5,5,2,0.87,0.67,1,0.67,0.8
41,"Unanswered","IT",1,1,2,5,5,5,4,5,2,1,2,2,5,5,5,0.27,1,0.73,0.33,1
17,"Female","US",4,4,2,3,4,5,4,5,4,2,4,2,2,4,4,0.67,0.8,0.87,0.53,0.67
18,"Unanswered","US",3,5,4,3,3,2,5,5,4,3,2,3,3,4,3,0.8,0.53,0.93,0.53,0.67
18,"Unanswered","IT",4,5,4,3,4,3,5,3,4,4,3,3,4,4,3,0.87,0.67,0.8,0.67,0.73
39,"Female","US",3,3,3,4,5,3,3,4,3,2,5,3,4,4,4,0.6,0.8,0.67,0.67,0.8
45,"Unanswered","CA",3,3,5,1,3,1,4,5,4,3,5,3,4,5,4,0.73,0.33,0.87,0.73,0.87
41,"Unanswered","IT",3,2,5,5,4,5,4,3,4,4,4,2,5,4,5,0.67,0.93,0.73,0.67,0.93
26,"Female","US",1,2,1,4,3,3,2,3,3,2,4,4,4,3,3,0.27,0.67,0.53,0.67,0.67
23,"Female","HR",5,4,5,3,5,3,5,3,4,4,3,4,4,3,4,0.93,0.73,0.8,0.73,0.73
23,"Unanswered","GB",1,2,1,5,4,1,5,5,5,4,5,2,4,5,4,0.27,0.67,1,0.73,0.87
49,"Female","US",4,5,5,5,5,4,4,5,4,2,3,5,5,4,4,0.93,0.93,0.87,0.67,0.87
17,"Unanswered","DZ",3,1,1,1,1,3,1,2,5,5,5,5,5,5,5,0.33,0.33,0.53,1,1
16,"Unanswered","GB",4,3,2,4,5,5,4,4,3,1,4,1,4,3,2,0.6,0.93,0.73,0.4,0.6
16,"Female","IT",4,2,4,1,2,3,2,4,3,3,2,1,5,4,4,0.67,0.4,0.6,0.4,0.87
23,"Female","BR",1,1,1,2,5,5,3,2,3,3,2,2,4,3,2,0.2,0.8,0.53,0.47,0.6
31,"Unanswered","IT",3,3,4,2,2,4,4,5,1,4,4,4,4,4,3,0.67,0.53,0.67,0.8,0.73
26,"Unanswered","GB",2,1,2,5,5,3,2,2,2,3,3,4,5,4,3,0.33,0.87,0.4,0.67,0.8
33,"Female","US",2,4,3,3,3,2,4,4,4,4,5,4,4,4,4,0.6,0.53,0.8,0.87,0.8
39,"Unanswered","AU",2,3,4,2,4,2,5,5,5,4,5,2,4,5,5,0.6,0.53,1,0.73,0.93
21,"Female","TR",1,3,3,5,5,4,4,4,3,3,4,4,4,4,4,0.47,0.93,0.73,0.73,0.8
17,"Unanswered","US",4,4,4,5,5,5,3,5,4,3,4,3,3,4,3,0.8,1,0.8,0.67,0.67
22,"Unanswered","LT",4,3,3,3,4,3,4,3,3,2,3,4,4,3,2,0.67,0.67,0.67,0.6,0.6
25,"Female","RO",3,4,4,2,5,2,3,2,5,5,5,4,5,4,5,0.73,0.6,0.67,0.93,0.93
44,"Unanswered","AU",2,3,3,4,4,4,4,4,3,4,4,3,3,4,3,0.53,0.8,0.73,0.73,0.67
15,"Female","US",4,2,5,1,3,4,2,4,4,2,3,5,5,5,5,0.73,0.53,0.67,0.67,1
28,"Unanswered","RO",2,4,3,3,4,5,4,4,4,4,4,4,4,4,3,0.6,0.8,0.8,0.8,0.73
23,"Unanswered","GB",2,2,2,5,5,4,5,5,5,2,5,3,4,5,3,0.4,0.93,1,0.67,0.8
27,"Female","US",3,5,5,1,4,1,4,3,4,5,3,4,5,5,5,0.87,0.4,0.73,0.8,1
16,"Unanswered","US",3,4,4,3,3,4,4,5,4,4,5,3,5,4,3,0.73,0.67,0.87,0.8,0.8
54,"Unanswered","RS",4,5,5,2,2,1,5,5,5,4,4,3,5,5,5,0.93,0.33,1,0.73,1
39,"Female","US",5,4,4,4,5,4,4,4,4,3,4,4,5,4,5,0.87,0.87,0.8,0.73,0.93
32,"Unanswered","US",5,2,4,4,5,3,5,4,3,4,4,5,5,4,4,0.73,0.8,0.8,0.87,0.87
22,"Female","CO",3,4,4,1,3,1,5,5,4,3,4,2,4,5,5,0.73,0.33,0.93,0.6,0.93
18,"Female","US",1,1,1,5,5,5,5,4,2,3,4,3,5,4,5,0.2,1,0.73,0.67,0.93
40,"Unanswered","PT",4,4,4,4,4,3,4,4,5,3,4,3,4,5,4,0.8,0.73,0.87,0.67,0.87
19,"Unanswered","US",3,4,4,5,5,3,5,5,4,4,4,4,5,5,5,0.73,0.87,0.93,0.8,1
31,"Unanswered","IT",1,2,3,1,5,5,4,5,5,1,4,4,5,4,4,0.4,0.73,0.93,0.6,0.87
18,"Unanswered","US",1,1,1,5,5,5,2,4,3,2,4,5,4,2,4,0.2,1,0.6,0.73,0.67
27,"Unanswered","US",2,3,3,5,5,5,4,5,5,3,4,2,5,4,5,0.53,1,0.93,0.6,0.93
13,"Female","CA",1,1,3,4,5,2,4,5,3,3,4,3,5,5,5,0.33,0.73,0.8,0.67,1
23,"Unanswered","IT",5,3,5,4,5,3,5,5,3,3,2,4,5,3,4,0.87,0.8,0.87,0.6,0.8
36,"Unanswered","AE",3,5,4,3,3,3,4,4,4,4,4,2,3,5,4,0.8,0.6,0.8,0.67,0.8
28,"Female","IT",3,3,4,2,2,2,5,4,3,3,4,3,3,4,5,0.67,0.4,0.8,0.67,0.8
20,"Female","RS",2,2,4,4,5,4,4,2,2,4,5,1,5,5,5,0.53,0.87,0.53,0.67,1
32,"Unanswered","US",3,2,2,2,3,3,3,3,3,3,4,2,5,4,4,0.47,0.53,0.6,0.6,0.87
23,"Unanswered","FR",2,1,1,5,4,5,2,3,3,3,3,3,2,3,2,0.27,0.93,0.53,0.6,0.47
18,"Unanswered","US",3,3,1,1,1,1,2,3,2,2,3,2,4,3,2,0.47,0.2,0.47,0.47,0.6
54,"Female","US",4,3,5,4,5,4,3,4,4,3,4,5,5,4,3,0.8,0.87,0.73,0.8,0.8
15,"Unanswered","US",3,3,5,4,5,5,5,5,3,2,4,5,5,4,5,0.73,0.93,0.87,0.73,0.93
23,"Female","GB",4,5,4,3,5,3,5,3,4,5,4,2,5,5,4,0.87,0.73,0.8,0.73,0.93
19,"Unanswered","US",3,4,4,4,4,4,5,5,4,4,5,4,4,4,5,0.73,0.8,0.93,0.87,0.87
21,"Unanswered","US",1,2,2,4,3,3,3,4,3,3,3,3,5,3,3,0.33,0.67,0.67,0.6,0.73
26,"Unanswered","US",1,4,2,2,2,1,4,4,4,3,5,4,3,5,3,0.47,0.33,0.8,0.8,0.73
18,"Unanswered","US",2,4,3,2,2,2,5,2,3,2,2,4,4,5,3,0.6,0.4,0.67,0.53,0.8
23,"Female","BR",2,1,2,5,3,5,1,2,2,1,3,2,2,3,2,0.33,0.87,0.33,0.4,0.47
22,"Female","FR",3,4,5,4,5,1,4,3,4,4,3,4,3,3,3,0.8,0.67,0.73,0.73,0.6
23,"Female","EG",1,3,3,3,4,4,2,3,4,2,2,2,3,4,3,0.47,0.73,0.6,0.4,0.67
17,"Unanswered","ID",1,5,5,5,5,5,5,5,5,5,5,5,1,1,5,0.73,1,1,1,0.47
22,"Unanswered","GB",4,4,4,5,5,5,4,4,3,3,5,2,5,4,5,0.8,1,0.73,0.67,0.93
18,"Female","IT",2,2,1,4,4,3,2,2,3,3,5,4,5,3,4,0.33,0.73,0.47,0.8,0.8
24,"Unanswered","IT",1,3,4,4,5,4,5,5,5,3,4,4,3,5,3,0.53,0.87,1,0.73,0.73
21,"Unanswered","MX",2,2,4,4,5,5,4,3,4,3,4,1,5,4,5,0.53,0.93,0.73,0.53,0.93
35,"Female","CL",3,4,2,1,3,2,4,3,4,4,5,3,4,4,4,0.6,0.4,0.73,0.8,0.8
22,"Unanswered","US",2,4,5,5,5,4,5,5,3,4,5,3,4,4,4,0.73,0.93,0.87,0.8,0.8
60,"Female","US",4,4,5,2,3,2,5,5,4,4,3,3,4,4,5,0.87,0.47,0.93,0.67,0.87
18,"Female","IT",1,3,4,3,5,4,3,4,3,4,4,5,5,3,4,0.53,0.8,0.67,0.87,0.8
16,"Female","CA",1,3,2,4,2,4,4,3,3,2,2,2,4,5,5,0.4,0.67,0.67,0.4,0.93
48,"Female","US",2,1,3,2,3,1,1,1,2,4,5,4,4,4,5,0.4,0.4,0.27,0.87,0.87
30,"Female","BA",2,4,2,1,4,1,3,4,4,4,3,1,4,5,5,0.53,0.4,0.73,0.53,0.93
14,"Unanswered","NO",1,3,1,1,5,5,3,5,3,4,5,4,5,5,4,0.33,0.73,0.73,0.87,0.93
34,"Unanswered","NL",4,5,5,3,4,3,5,5,5,4,4,4,5,5,5,0.93,0.67,1,0.8,1
